,ID,Name,Rating,Delivery,Price Tier,Tips,Location,Price,Reservations,Credit Cards,Outdoor Seating,Wi-Fi,Breakfast,Brunch,Lunch,Dessert,BYO,Street Parking,Restroom,Dinner,Full Bar,Wheelchair Accessible,Music,Public Lot,Cocktails,Live Music,Happy Hour,Beer,No,Wine,Private Room,Coat Check,Tasting Menu,Table Service,Take-out,ATM,Bar Snacks,TVs,Jukebox,Valet Parking,Private Lot,Bar Service
10,4bb62694941ad13a27f61ee3,Lennie's Hoagies,8.6,True,1.0,"['Get the steak asiago! Best hoagies around.', 'These sandwiches include classics like the Soprano (genoa, capicola, cotechino, prosciutto, mortadella, soppressata, locatelli & provo) served on Liscio rolls. Available in Minor & Major League Length']","['19128', 40.034689125840465, -75.21649098690524]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4bca0ade0687ef3b371cdbcc,Platinum Grille,7.3,False,2.0,"[""Don't eat here!!! The service is horrible!!!"", 'They take 2hrs to bring ur entree']","['19118', 40.07276081486678, -75.19468577556653]",$$,Yes,Yes (incl. American Express & MasterCard),Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4dfbdc71d22d879302f35e0a,From The Boot,8.4,False,3.0,"['Awesome awesome BYOB', 'The garlic knots are an insanely good way to start the meal.']","['19444', 40.08688914452706, -75.25222999264503]",$$$,Yes,,,,,,,,BYO,,,,,,,,,,,,,,,,,,,,,,,,,
13,50f83497e4b0768655e0eaaf,Jyoti,7.3,True,2.0,"[""Food had no taste.  Can't compare to Tiffin.  Pretty glad."", 'Best Indian food in Philadelphia, hands down.']","['19119', 40.06044267121043, -75.19133328690361]",$$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4abf8183f964a520ed9020e3,Fiesta Pizza III,6.9,True,1.0,"['Pizza is very greasy but still has great taste.', 'Favorite place!  Everything I have had off the menu is good!']","['19118', 40.07509878960499, -75.2048135895523]",$,No,Yes (incl. American Express),No,,Breakfast,Brunch,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
15,4b394c19f964a5201a5a25e3,The Persian Grille,7.9,False,2.0,"[""My new local favorite! Best Lamb chops I've had at a restaurant. The chicken was surprisingly good too & you can't go wrong with their lamb."", ""The best food ever! Especially the lamb dishes only place I eat lamb too!  My favorite hands down is their lamb chops..sooo succulent & yummy I think I'm going drive the hour there to eat some asap!""]","['19444', 40.08555858440596, -75.2505322400521]",$$,Yes,,No,,,,,,,,,,Full Bar,,,,,,,,,,,,,,,,,,,,,
16,523b776f11d298d7c0ae1ef4,Mt Airy Street Fare,7.4,False,1.0,"[""Wear comfy pants for all the food you'll eat"", 'AWESOME!!!!!!!!']","[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4b9fe403f964a520004837e3,Saladworks,7.2,True,1.0,"['Fresh food . Great music', 'Pick 2 combo.']","['19128', 40.06430134376469, -75.2374071976725]",$,No,Yes (incl. Discover & Visa),No,Free,,Brunch,Lunch,,,,,Dinner,,Yes,,,,,,,,,,,,,,,,,,,,
18,549a0ff8498e3fb73078d001,Trattoria Moma,7.3,True,2.0,"[""Had another amazing meal at Trattoria Moma.  Bledar knows how to cook traditional Italian food and does it well.  It's a BYOB and on Sundays he's doing a $35 cash only 4 course meal."", 'Terrific Italian food. Small but friendly. Can get loud when it fills up']","['19119', 40.059709999999995, -75.189911]",$$,,,Yes,,,,,,BYO,,,,,,,,,,,,,,,,,,,,,,,,,
19,54996aae498ef56f91847f35,Taylor's Cafe,8.0,False,2.0,"['Bottomless coffee (unlimited refills) 7am-10am :)', '4 egg pizza']","['19128', 40.03439113736668, -75.21638063745445]",$$,,Yes,,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4d6ed3ed5b5ca1cd56ce6344,Stella Sera,6.8,False,3.0,"[""I found the last black toilette from the 1980s in all of Philadelphia...and it's located in this restroom! (The mood lighting in there is a nice touch, too.) Just need to play some music by Prince."", 'Nothing could capture it better than what my girlfriend Amelia said, ""I\'m so glad this restaurant showed up in my town!.""']","['19118', 40.077085, -75.208749]",$$$,,Yes (incl. Discover & MasterCard),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,554fe748498ea1262ec7a9b3,Biryani Bowl,6.9,True,2.0,"['This place has an extensive menu with a lot of options. Plenty of vegetarian choices; my wife and daughter happy. Spices are a little stronger then some of the other chain choices. Spice to taste.', 'Everything here is amazing.   Best Indian food in the area. Love the curry and the Biryani.  Must order the Chole Batura and the garlic Naan.']","[nan, nan, nan]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4bd6165b4e32d13a2d10c280,Tony Roni's Pizza Roxborough,7.4,True,1.0,"['Best pizza around! Nicest staff! Try the one in conshy too!', 'Wednesday Cheap Pizza Day']","['19128', 40.04536, -75.232722]",$,No,Yes (incl. American Express),No,,,Brunch,Lunch,,,,Yes,Dinner,,,No,Public Lot,,,,,,,,,,,,,,,,,,
23,4d8e7c2c5091a1cd15819101,Mica,6.6,True,2.0,"[""Yes, there's a chef's table; it's for a minimum of six people and a max of ten people (eight is the golden number)."", 'Enjoy a 3-course dinner at Mica for just $29.95 Sundays thru Thursdays during March for Restaurant Month in Chestnut Hill!']","['19118', 40.07677741117009, -75.20763442071515]",$$,,Yes (incl. Discover & Visa),Yes,,,,,,,,,,,,,,Cocktails,,,,,,,,,,,,,,,,,
24,4c5d7d066147be9a64149209,Kim's Trio Delight Cafe,7.2,False,1.0,"['Best omelets around! Prices are low, but the food is great!', 'Grab a steak for breakfast. Good stuff.']","['19119', 40.05204688879754, -75.1854487533013]",$,No,Yes,No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4bb67158941ad13a6c701fe3,Chef Ken's Cafe,6.9,False,1.0,"[""Er'thing is good and great prices."", ""Southern hospitality brother. BBQ ribs that's it!!!!!!!.""]","['19119', 40.05932144714063, -75.19034085605279]",$,No,,No,Yes,,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,40b28c80f964a520d5f91ee3,Adobe Cafe,7.4,True,2.0,"['The margaritas here rock!', 'Seitan tips are sooooo good, as are the ""Perfect"" margaritas.']","['19128', 40.0343805716533, -75.21925831459981]",$$,Yes,Yes (incl. American Express),Yes,,,Brunch,,,,,,Dinner,Full Bar,,,,Cocktails,Live Music,Happy Hour,,,,,,,,,,,,,,,
27,4b106a8ef964a520fa6f23e3,King's Garden,6.5,False,2.0,"['Great eggplant', 'Food n service are amazing!!! It was a cold Sunday evening n there were plenty of tables. We went in to order take out and they gave us hot tea while we waited for our order.  They also have a bar']","['19118', 40.07381947801302, -75.20311125323126]",$$,No,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4ae52198f964a52060a021e3,Dalessandro’s Steaks and Hoagies,9.2,False,1.0,"['Far better then Pats or Genos!', ""If you want the best cheesesteak in Philly, go straight to Dalessandro's. They'll celebrate 50 years of doing it right in 2010, and my family won't go anywhere else if we can make it to Dal's.""]","['19128', 40.02947438161886, -75.20595646467604]",$,,No,Yes,,,,Lunch,,,,,Dinner,,,,,,,,Beer,,,,,,,,,,,,,,
29,4d89ed9c7139b1f7c31cbfd4,Newmans Grill,8.2,False,1.0,"['Try the chicken sausage cheese omelet!!!!!!', 'Excellent!!!']","['19144', 40.03900541765774, -75.17735238695988]",$,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4b6cae25f964a520b94b2ce3,Moy Fong,8.8,True,1.0,"['The Best Chinese Food Uptown...', 'First time here and got the hunan chicken lunch special with pork fried rice. It was fast and super delicious and the price was pretty cheap.']","['19150', 40.060771186522146, -75.1673561809562]",$,,Yes (incl. Visa),,,Breakfast,,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4b51e3e4f964a520de5927e3,Manhattan Bagel,8.4,True,1.0,"['Fresh and chewy New York style bagels. Delish!', 'Great staff! Make sure you try the multi-grain bagels and chocolate mudslide cookies!']","['19128', 40.0319191924726, -75.21278724074364]",$,,Yes (incl. Visa & MasterCard),No,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4e28440de4cd6c6cb344bae3,Skyline Restaurant,8.5,True,1.0,['Waffles are delicious. Good is great and the atmosohere is nice'],"['19138', 40.045297, -75.164028]",$,,,No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4e4e66b4bd4101d0d7a95a42,Nick's Famous Pizza,7.9,True,1.0,"['Nick has the best grinders', 'Their Grilled Chicken Caesar Salad is amazing.']","['19144', 40.035140999999996, -75.17868100000001]",$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4b8b1bb7f964a5204c9332e3,Zesto Pizza,7.9,True,1.0,"['Get the Fiesto Panini and there is parking in the rear!', 'Tasty pizza by the slice.']","['19128', 40.032169010467236, -75.21400014049588]",$,No,Yes (incl. Discover & MasterCard),No,,,,,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
35,4b632e7bf964a520a8682ae3,Pierogie Kitchen,7.6,True,2.0,"['Best homemade pierogi in the city!', 'This place is amazing!']","['19128', 40.031495244332156, -75.20811270736992]",$$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4b7c1910f964a520c37c2fe3,Primo Hoagies,7.7,True,1.0,"['Meatball hoagie the best', 'The cuz is a great sausage sandwich']","['19128', 40.03248278514633, -75.21443031779097]",$,,Yes (incl. American Express),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4b942053f964a520e46934e3,Mi Puebla,6.8,False,2.0,"['chicken chimichanga is the best.', 'Any of the seafood options are fresh and delicious! Can’t say enough about the service and friendliness of the staff.']","['19119', 40.059973838807224, -75.19084821299859]",$$,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4b53bfa0f964a5202caa27e3,Fiesta Pizza II,7.6,True,1.0,"[""Try either the grilled chicken caesar or grilled chicken garden salad . . . . They're awesome (although I get extra chicken cuz I'm greedy)"", ""Hands down the best pizza I've ever had. Their Stromboli's are fabulous too!""]","['19128', 40.02989491217184, -75.20648020343415]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4b67a31ef964a52004592be3,Chubby's,7.6,False,2.0,"['Eat  here', ""Not as good as I expected, go across the street to Dalessandro's instead""]","['19128', 40.02909775702096, -75.20623345838727]",$$,No,Yes (incl. American Express),No,,,Brunch,Lunch,,,,,Dinner,,,,,,,,Beer,,,,,,,,,,,,,,
40,40b28c80f964a520dcf91ee3,Henry James Saloon,7.6,True,1.0,"['The food the owner everything is top shelf at this neighborhood bar', 'Peggy is the best!!']","['19128', 40.029207, -75.206667]",$,No,,No,,,,,,,,,Dinner,Full Bar,,,,Cocktails,,,Beer,,,,,,,,,,,,,,
41,53122b4e498e95b8dc7c2261,Roxborough Seafood House,7.3,False,3.0,"['Good food, Good Price, Excellent Bar Service and Drink Selection, but not a lot of elbow room', 'Seafood Tower for 2,  $49, was more like for 4 people. I loved the food, the atmosphere is quaint and the service is great. My husband and I didn’t know what to expect when we first entered on a whim']","['19128', 40.029747, -75.206165]",$$$,,Yes,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
42,4b9f54eaf964a520041d37e3,Dunkin',7.3,True,1.0,"['What can I say?', 'Friendly service!']","['19144', 40.03267683860629, -75.17979403076983]",$,,Yes,No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4cdeab3494c3b60c10bd66ea,J&S Restaurant,7.2,True,2.0,"['Best home fries in the tri-state!!! Please believe me', ""They're food is great""]","['19144', 40.036074, -75.17433643341064]",$$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4b798ea5f964a5203f012fe3,Bob's Diner,7.2,False,1.0,"[""Get a Mac Roll on a soft pretzel....amazing! It's not on the menu but they'll still make it for you and charge same price as a regular Mac Roll."", 'Cream chipped beef on a Philly pretzel roll. Yum!']","['19128', 40.032919, -75.21426]",$,No,No,No,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4e36e26eae60d86c3ace5b09,Trio's Breakfast And Lunch,7.1,False,2.0,"['Food is great.', ""Omelette's are fantastic and the portions are huge""]","['19144', 40.031599777499544, -75.17870165989551]",$$,No,Yes,No,,Breakfast,,Lunch,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
46,54936805498e361ed5aa6978,Pho Ha Saigon,8.5,True,2.0,"['They give you a ton of food!  The bowl is huge!', 'The noodle soups']","['19120', 40.03584631043069, -75.10824639572088]",$$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4c432143d7fad13a850f0ada,Everyday Good House,7.5,False,2.0,"['Try the soju!', 'The BBQ is amazing!!']","['19120', 40.034789002905114, -75.12141032998964]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4a215545f964a520d37c1fe3,Seorabol Korean Restaurant,7.8,True,2.0,"['korean food, yum!', 'BYOB pretty good!']","['19120', 40.0386176757884, -75.12420742107126]",$$,No,Yes (incl. Discover & Visa),No,Free,,Brunch,Lunch,,,,,Dinner,Full Bar,,Yes,,,,,,,,,,,,,,,,,,,
49,4c753a06db52b1f7d01378dc,Pho 75,8.5,False,1.0,"['Best authentic pho in the area.', ""They are pretty much a one trick pony. All they offer is pho. If you a are looking for any other Vietnamese foods, this isn't the place. No summer rolls :(""]","['19124', 40.03138386472161, -75.10405693074411]",$,,No,No,,,Brunch,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
50,4b8e6504f964a520a22033e3,Milan's Restaurant,8.7,False,2.0,"['Good food!!!', 'They food be on point. They also give you more for your money. Very reasonable prices. Food Banggin']","['19140', 40.02159881591797, -75.1261978149414]",$$,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4c81891051ada1cd8c0b1410,Kim's Restaurant,8.2,True,2.0,"[""The diner part now serves mainly as the kitchen for the well-loved Kim's, a great place to go for Korean barbecue."", ""Delicious bbq.  You'll be wearing beef cologne by the time you leave though""]","['19120', 40.042173406131376, -75.1290772008023]",$$,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,576d25c9498ee7073c6317bd,Chick-fil-A,8.6,True,1.0,"['Great customer service and food.', 'Spicy chicken sandwich']","['19124', 40.0290057, -75.0996805]",$,,,Yes,Yes,Breakfast,Brunch,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
53,4b771335f964a520b87a2ee3,Tierra Colombiana,8.7,True,2.0,"[""The guacamole is terrific here. I also recommend the Happy Hour because you can get the World's Largest Margarita for $6. The black bean soup and ropa vieja are also top notch..."", 'If u want to eat great spanish food and have fun at the same time i will recomend this place to any one and they  have the best drinks........if any body deside to go drink save pass the keys.....xoxo']","['19140', 40.020585271749496, -75.1337821252659]",$$,Yes,Yes (incl. American Express),No,Yes,Breakfast,Brunch,Lunch,,,,,Dinner,Full Bar,,,,Cocktails,Live Music,Happy Hour,,,,,,,,,,,,,,,
54,4cb716a586e09eb0bcac62e2,Dunkin',7.6,True,1.0,"['Iced Dark Roast Caramel Coffee with whipped cream and caramel swirl!', 'The best ice latte']","['19120', 40.02538940212592, -75.12175702832144]",$,,Yes (incl. American Express),Yes,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,5115a8fae4b07fc300a9b033,"Just to Serve You, Too",7.7,False,1.0,"['Food....amazing. Delivery is top notch as well', 'Fish, macaroni and cheese and greens']","['19120', 40.029657, -75.132307]",$,Yes,,No,,,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,4c76a3e9ff1fb60c4284f9a7,Popeyes Louisiana Kitchen,7.6,True,1.0,"[""Chicken is very good, whether the spicy or mild, regular pieces or tenders, it's all good.""]","['19120', 40.0384263, -75.1068332]",$,,Yes,No,,,,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
57,4ffae88ce4b0a7f7422c6e11,Pho Viet,7.9,True,2.0,['Their Pho is good! We will be back!'],"['19124', 40.035569, -75.100571]",$$,No,Yes,,,,Brunch,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
58,4e24d870c65bde8227c78bee,Pearls Pleasurable Eatery,7.2,False,2.0,"[""Very kind people.  Brought out a plate of jerk chicken (huge sample) to my car b/c my food wasn't done."", 'Smells nice']","[nan, nan, nan]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5f849ad4737d4002ae630811,Paris Baguette,7.6,False,1.0,,"['19120', 40.04466, -75.118515]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4c8405842f1c236a46594843,Ron's Caribbean Cuisine,8.9,False,2.0,"[""Ron's fried fish with Mac n cheese"", 'Best Caribbean food in Philly!']","['19141', 40.04070107095332, -75.14464427580921]",$$,No,Yes (incl. American Express),No,Yes,,Brunch,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
61,4c790db22d3ba143abc88cd0,El Punto,7.9,True,2.0,"['Get the Cubano! This place is open late and has a variety of sandwiches.', 'Great Sammiches!!']","['19120', 40.01722585408087, -75.11683829188831]",$$,,Yes (incl. American Express & MasterCard),No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,51687da9498e5fc5a348cee8,Pho and More 2,7.2,False,1.0,"['Try everything.  Food is delicious here!!', 'Salads here are always very fresh and delicious. Live the summer rolls, the shaking beef, the seafood soup and the wanton soup.']","['19120', 40.03701109046632, -75.10841922480226]",$,,Yes,No,,,Brunch,Lunch,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
63,4b513252f964a520e44627e3,Cafe Soho,8.3,False,2.0,"['Café Soho’s bon chon, or Korean fried chicken, is twice-fried (meaning more crunch, less grease) and served with a mysterious spicy/sweet soy dipping sauce and a side of pickled radish.', 'This is not a vietnamese restaurant!!!']","['19126', 40.05513978378155, -75.1259646392571]",$$,No,Yes (incl. Visa & MasterCard),No,,,,,,,,,Dinner,,,,,,,,Beer,,,,,,,,,,,,,,
64,4c97cb16fbcc224bf7fc7991,China King,7.7,False,1.0,"['Beef with scallions and steamed dumplings makes for a great dinner', 'Great broccoli and garlic sauce... A notch above your typical Chinese joint.']","['19012', 40.05128761268577, -75.11728085885665]",$,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4b8d7afef964a52042fe32e3,Jong Ka Jib,7.8,True,2.0,"['get the seafoood tofu! and kobe', 'Ate lunch had their soft tofu casserole. #2 heat is mild but hot enough for me']","['19126', 40.05189556239049, -75.12727325089045]",$$,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4bb7c19353649c74bc3946fb,El Balconcito,7.3,False,4.0,"['Tostones baskets, jalea MixTo, shrimp with garlic sauce']","['19120', 40.038207, -75.101916]",$$$$,Yes,Yes (incl. Discover & Visa),No,Free,,Brunch,Lunch,,,,,Dinner,Full Bar,,,,Cocktails,,,Beer,Yes,Wine,,,,,,,,,,,,
67,4d1bac39f8ca236aa7eaef30,Sid Booker's Famous Shrimp,8.3,False,3.0,"['Love these shrimps...Size has gotten smaller but they still good as always!', 'Make sure you check your cocktail sauce..they can b forgetful....']","['19140', 40.023255715059136, -75.14842549020383]",$$$,Yes,Yes,No,,,,,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
68,4dc819582271f270516c0dde,Mike's Open Face Breakfast & Lunch,7.1,False,1.0,"['Breakfast was great! Everything was fresh and cooked rite! And the French toast was outta this world......', 'Thee Best French Toast!!']","['19120', 40.04455179494896, -75.11894913098149]",$,No,Yes,No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4bfec16bc30a2d7facf30f1d,Wendy’s,7.0,True,1.0,"['Love the new decor and that they use red onions now.', 'Ask for Domonique and say youre my homie hell hook you up free food.']","['19120', 40.03832447713497, -75.10910698774751]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4a5bb440f964a520a7bb1fe3,Olive Garden,6.9,False,2.0,"[""Try the chicken and gnoochi soup it's delicious!!!!"", 'Ministrone is fantastic...Very good atmosphere.']","[nan, nan, nan]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4cc8c290bcb1b1f7ca4b0b8a,Jim & Rita's Fine Cuisine,7.7,False,2.0,"['If you r looking for some good southern soul food, made good. Check them out.....Best chicken, fish, and the mac & cheese is great', ""The food is good.  However, it's difficult to find parking.  They never answer the phone and the wait for take out is like 30 minutes. I've never eaten inside the restaurant.""]","['19141', 40.028778, -75.147273]",$$,,Yes (incl. Discover & MasterCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4b79d05af964a520d6132fe3,Cafe Saigon,6.9,False,2.0,"['The broken rice platters are great! But make sure to go early if you want a Bahn Mi as they sometimes run out.', 'Beef stew #12']","['19124', 40.031256581125255, -75.1039668347107]",$$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,51d357d9498e963949cd537e,꼬지하루 Jason's Cozy Days,6.8,False,2.0,,"['19120', 40.03790509056402, -75.12980289097318]",$$,,,,,,,,,,,,,,,,,Cocktails,,,,,,,,,,,,,,,,,
74,526ff566498e5494b6540e22,Subway,6.5,False,1.0,,"['19120', 40.038097092870736, -75.11941096921633]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,4c62104d86b6be9a9c6b8b34,Imperial Palace Chinese Restaurant,7.2,False,1.0,"['Best wings in Uptown', 'Best chicken wings in the area & gives a nice portion of food for your money']","['19141', 40.0435205, -75.1433637]",$,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4af7111af964a520710522e3,Burger King,6.4,True,1.0,"['The service is the worst!', 'No more sweet potato fries!']","['19120', 40.036396178039006, -75.12068554759026]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4bf55cf66a31d13a36c5962e,IHOP,6.6,True,2.0,"['Our hostess and server were extremely polite and attentive!', 'Warm Pecan Syrup on those pancakes is the best...']","['19124', 40.03044871753396, -75.10484324251138]",$$,No,No,Yes,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4bad3e94f964a520693d3be3,Charlie's Pizzeria,6.6,False,1.0,"['Cash only! But great pizza', 'Best Pizza anywhere!']","['19124', 40.0299235812565, -75.10525568038713]",$,,,,,,,,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,
79,52da9236498e847d87dcc861,Breakfast Boutique 2,7.0,False,1.0,"[""Didn't want to rate them on the 1st visit, so I decided to wait until the 2nd. They didn't disappoint... See this becoming my go to spot. Steak and Eggs w/French Toast was AMAZING..."", 'The chicken & waffles are delicious. Request that they fry the chicken hard.']","['19141', 40.0434837217926, -75.14362764486955]",$,No,Yes,No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,56bbb524498ec81a9c89ddad,Panda Express,6.7,True,1.0,,"['19124', 40.029815348817614, -75.09954001684382]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4cb372bfc5e6a1cd6ac3ecf6,Golden Krust Caribbean Bakery And Grill,6.9,False,1.0,"['The beef patties are great!', 'Game Day Giveaway; Enter to Win 5 Dozen Jerk Wings and 5 Dozen Cocktail Patties when you take a photo of your Golden Krust meal and Post it here. Check-in Now!']","['19141', 40.039260999999996, -75.144973]",$,,Yes (incl. American Express),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4e4e251cbd4101d0d7a34b2f,KFC,6.5,True,1.0,"['They slow but good food an i like dat pplz work there loll', 'Do they not like the fact that they sell grilled chicken because they never have any apparently what a shame']","['19124', 40.03157800000001, -75.10478658895494]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
