,ID,Name,Rating,Delivery,Price Tier,Tips,Location,Price,Reservations,Credit Cards,Outdoor Seating,Wi-Fi,Breakfast,Brunch,Lunch,Dinner,Dessert,BYO,Full Bar,Cocktails,Happy Hour,Beer,No,Street Parking,Restroom,Jukebox,Take-out,Public Lot,Wheelchair Accessible,Tasting Menu,ATM,TVs,Private Room,Live Music,Wine,Music,Coat Check,Parking,Bar Snacks,Bar Service,Private Lot
16,4c4322176c1a95212ffeb96a,Marinucci's Deli,8.8,True,1.0,"['One meat-packed sandwich can easily feed two people, and the Nucci Italian and the Brous Avenue (roast pork with sharp provolone and roasted peppers) are signature items.', 'Hands down, the best Italian hoagie ever in life!']","['19149', 40.041513952989305, -75.05405253938112]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4acbd3f1f964a520e5c720e3,Sweet Lucy's Smokehouse,9.1,False,2.0,"['For a deal on arguably the best Southern BBQ in the Philly area, try the Monday night buffet for a little of everything on the menu. Adults - $19.95; kids 5-10 1/2 price; kids under 5 = Free!', 'Macaroni and cheese is amazing!']","['19136', 40.02849972696057, -75.0271025754256]",$$,No,Yes (incl. American Express),Yes,Yes,,Brunch,Lunch,Dinner,,BYO,,,Happy Hour,Beer,,,,,,,,,,,,,,,,,,,
18,59985f2f4a7aae363a99b517,Factory Donuts,7.9,False,1.0,,"['19135', 40.03511934342539, -75.04454730177986]",$,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,54567ac2498ecfacfe494cc6,Oteris Italian Bakery,9.0,True,1.0,"[""I really love that this is a family owned business!! I also love that the people. Every time I ordered from here it's always fresh I Especially love that they take on challenging Cake designs."", 'I Love This Bakery And The People That Take Care Of You!!!  AWESOME everything!! And you can order in advance lunch meat trays!! All around GREAT PLACE!!!  Thank You To The Staff!!']","['19136', 40.03889465332031, -75.03556060791016]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,4bdb30a42a3a0f47ded8adb6,Philly Pretzel Factory,8.4,False,1.0,"['These are best when hot!', 'Cheese Steak Pretzel']","['19136', 40.0377718025392, -75.03821940075663]",$,,Yes (incl. American Express),No,,,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4bbe06028a4fb71386b43d9d,Fink's Hoagies,7.5,False,1.0,"['Dubbed the “King of Gourmet Hoagies,” Fink’s offers a signature hoagie with two secret weapons: cotechino (fresh pork sausage) and olive spread. Other hoagies are named for Northeast neighborhoods.', 'I love the pennypack,just an explosion of flavor all up in my mouth']","['19135', 40.028395222296965, -75.03918371744557]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4d45c1f614aa8cfa64c1753d,The Athenian,7.2,False,1.0,"['great food and not expensive :)', 'Great food, reasonable prices and friendly staff!']","['19135', 40.025851, -75.044021]",$,No,Yes (incl. American Express & MasterCard),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4c21894daa8e9c740941f4d4,Original Boston Style Pizza,7.3,True,1.0,"['Nothing hits the spot like a bag of fries. Yummers', 'Bacon cheese steak, prov and mayo is amazing!']","['19135', 40.02912097794087, -75.05639718260763]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4ea5a2dcb8f7e4911ff61298,House Of Thai,8.0,True,2.0,"['Volcanic hen takes a while to prepare, but is worth the wait. Other must haves  include: chicken coconut soup, mango curry, Thai dumplings.', 'The spicy seafood soup/drunken noodle with pork is a solid order here.']","['19149', 40.03735640147217, -75.04202493962205]",$$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4ae629bff964a52040a521e3,Tony's Place,7.2,False,1.0,"['Foods Great love Tonys', 'Try the tomato pie, best in Philly!']","['19135', 40.02841683043446, -75.05910196510753]",$,No,No,Yes,,,Brunch,Lunch,Dinner,,,Full Bar,,,Beer,Yes,,,,,,,,,,,,,,,,,,
26,4c2e99a709a99c74ef9b0a2a,Jack's Place,7.5,True,1.0,"['Get the original Italian, you will not be disappointed.', ""Get the Roast Pork with Provolone. If you happen to have the rare occurrence of bumping into the actual Jack when he's there, make sure to give him a hard time.""]","['19135', 40.028166999999996, -75.035804]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4bddbaa5e75c0f47b65dc503,Boston Market,8.1,True,2.0,"['Well run biz. Friendly and courteous service. Carry your draw, clean your table.  Also real plates! Good eats.', 'Try the chicken and ribs  combo! Finger licking good!']","['19149', 40.03558705653434, -75.0711464881897]",$$,No,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4cb716c186e09eb0feac62e2,Dunkin',6.8,True,1.0,"['Ham, cheddar & Bacon flatbread is the best :))', ""Meh....... Take it or leave it.  Won't go out of my way to stop here""]","['19135', 40.021551871703, -75.0511263438658]",$,,Yes (incl. American Express),No,Yes,Breakfast,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4c091eb86071a593ab4ddd32,Renzi's Pizzeria,7.2,True,1.0,"['Everything on the menu is delicious! I love their salads!', 'I absolutely LOVE that they use spicy Italian sausage for the sausage topping. Not the generic sausage crumble most places use. So delicious.']","['19149', 40.02981498905855, -75.06256986251223]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4bb93d517421a5939aa6c240,Dunkin',6.8,True,1.0,"['Fast service!', 'Great service except for that ignorant fat chick in the morning']","['19135', 40.03119886847196, -75.05468864542104]",$,,Yes (incl. American Express),No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4c7c475a48c6236a0e586111,Aya Asian Fusion,7.2,True,2.0,"['One dollar sushi Monday and Tuesdays.. dine in only. (Sushi only not rolls.)', 'Love it! Eat in, take out, delivery. Such good sushi. Nice environment']","['19136', 40.03711129088808, -75.04001244935688]",$$,,Yes (incl. American Express),No,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
32,4c505c451886c9b625e39328,Drougie's Pizza,7.1,True,1.0,"['Awesome pepperoni pizza! Low prices!', 'Awesome pizza! 2 slices and a can of soda for $3.50']","['19149', 40.036854999999996, -75.041454]",$,No,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4e0b969062848063afc3f5c9,Emma's Cafe,7.1,True,3.0,"['Everything is made fresh at this BYOB joint, so bring a bottle of wine and take a leisurely evening', 'Everything is delicious here, and very relaxing.']","['19136', 40.036819, -75.039974]",$$$,Yes,Yes (incl. Discover & Visa),,,,,,Dinner,Dessert,BYO,,,,,,Street,Yes,,,,,,,,,,,,,,,,
34,4c4ddf5adb2c20a1d98a8b73,SUBWAY,6.7,False,1.0,"[""IT IS a nice place to have lunch but I was disappointed they don't take the buy 1 get 1 coupons from the school coupon book."", ""Very clean and very quiet. Very nice spot to have lunch. They don't accept rewards points but they give them.""]","['19135', 40.02795794559676, -75.06218536601773]",$,,Yes (incl. NFC Payments & American Express),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4f4477fa19836ed001945257,De Nofa's Homemade Sausage,6.6,False,2.0,"['Cheeseburger platter, hoagies, pasta and meatball specials.', ""The good: Great Sandwitch shop and nice section of deal meats. The bad: be careful of them trying to up charge you when it comes to meats and sausage. They go over 1/2 lbs and ask if it's ok.""]","['19135', 40.026721420410325, -75.04191168976554]",$$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4bccea91cc8cd13aaadbc1cf,Greenman's Deli,6.8,False,2.0,"['Dave Greenman retired not the same  deli any more owned by chinese now...sweet people very nice', 'Corned beef special STILL rocks. Rayliscious little cookies good too']","['19149', 40.030010295828326, -75.06499147393274]",$$,,Yes (incl. American Express),Yes,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4bf423af98ac0f4720a363a8,Spanish Island,6.9,False,1.0,"['If tacos were served in hell as my torture, this would be the place serving them. No horchatta. ""Authentic"" tacos served with lettuce salsa and sour cream. Made with what looks like cheesesteak meat.', 'Customer service is the best! I get either salmon with tostones or fried eggs with tostones!']","['19149', 40.03486251466855, -75.06611164440096]",$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4c7446a52db5236ad1e2b979,McDonald's,6.2,True,1.0,"['Best mcdonalds in philly', 'Not that great, missing something in every bag.']","['19135', 40.02232965069261, -75.0507590174675]",$,,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4a109ab2f964a520e7761fe3,Mayfair Diner,6.8,True,1.0,"['Best diner in the Northeast. Stop in late night/early morning for some of the best breakfast grub in this city!', 'Late night waitresses rock']","['19136', 40.037437, -75.03815]",$,No,Yes (incl. American Express),No,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
40,563e48dbcd10c5b6aaacbed4,Tony Luke's,6.4,False,2.0,,"['19135', 40.032157, -75.05248900000001]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,561abfd7498ec636c66e1cbe,Papa John's Pizza,6.5,True,1.0,,"['19149', 40.03483489271471, -75.0660679067459]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,5422180f498e5a33dace9d5a,Little Caesars Pizza,6.5,False,1.0,,"[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4b8c5cdcf964a520e3cc32e3,Red Robin Diner,6.0,False,1.0,"['Tasty chicken salad club.', 'Best French Toast']","['19135', 40.02851663960232, -75.05848511450168]",$,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4f53bdfbe4b002a743b5b930,Pho Le Lai,6.4,False,2.0,"['Get the pho.', 'Great Pho & Thai Iced Tea']","['19149', 40.041499628331785, -75.05452332022725]",$$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,53375103498e2879f79dc1cd,Pagano's Steaks & Shakes,,False,1.0,,"[nan, nan, nan]",$,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4cd8286c2a87a143525aab09,Non-Stop Pizza & Grille,,True,1.0,,"['19135', 40.022232, -75.04726]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4cfc254120fe3704ea3658f8,Quality Pizza,,True,1.0,,"['19135', 40.019527000000004, -75.05611]",$,Yes,Yes (incl. Discover & Visa),No,,Breakfast,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
48,4c1d1b1efcf8c9b63031ab0b,J&O Grocery Store,,False,1.0,,"['19135', 40.022417, -75.058486]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4cb476f139458cfa27fb20a0,Marino's Deli,,False,2.0,,"[nan, nan, nan]",$$,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4bb561d346d4a5932704c5c0,Al's Corner Deli and Catering Services,9.1,True,1.0,"['So good... Love the tuna! Just order 15-20 min before you arrive.', 'Soup, Italian hoagies, hot grinders, just about everything!  Pepper and egg rocks!']","['19136', 40.0353105, -75.0255189]",$,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
51,4c2e58803896e21e6417e290,Holmesburg Bakery,7.4,False,1.0,['The cream donuts are heavenly. The butter cake is good too.'],"['19136', 40.041239004137104, -75.02851479652328]",$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4be48c87bcef2d7f5fb602e5,Dunkin',7.4,True,1.0,"['Medium hot coffee with cream and Splenda.', 'Always get our order right!']","['19136', 40.03875193882323, -75.03620684372112]",$,,Yes (incl. American Express),No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4c543d3e4623be9a760974f2,Dunkin',6.5,True,1.0,"['Great service', 'They always toast their bagels :)']","['19152', 40.057264746273944, -75.02944345279599]",$,,Yes (incl. American Express),No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4c434b4e5faf76b023e94820,Dunkin',6.5,True,1.0,"['Make sure you have plenty of time, they can be slow here. Nice people, they need to speed up their process.', 'Not the cleanest one of all']","['19136', 40.05097244968013, -75.01010598676834]",$,,Yes,No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4b6cb09bf964a520724c2ce3,Tuscany Ristorante,6.5,False,2.0,"['Best Italian food in NE Philly', 'Northeast Philly local favorite.  Quality food at a reasonable prices. BYOB Reservations recommended']","['19152', 40.05704824111185, -75.04773279189685]",$$,Yes,,No,,,,,,,BYO,,,,,,Street,Yes,Jukebox,Take-out,Public Lot,Yes,,,,,,,,,,,,
56,4ce1d7a0c4f6a35d8b9cdd6c,Number 1 China,,True,1.0,"['Very frIendly family.... awesome food', 'I love their house mai fun ! Very frIendly family .']","['19114', 40.048249528363236, -75.01272983120317]",$,No,Yes (incl. Visa & MasterCard),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,4d472fbd1ed56dcbf532ce54,China Express,,False,1.0,,"['19136', 40.049392, -75.012361]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4befecaed4f70f47ad46390f,Dunkin',5.9,True,1.0,"['Not to good', 'Glazed donuts!! Yummy']","['19124', 40.0135603, -75.0679571]",$,,Yes (incl. American Express),No,Yes,Breakfast,Brunch,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,4e4e250dbd4101d0d7a3495f,KFC,5.7,True,1.0,"['I like their chicken strips/tenders & potato wedges.', ""Your counter people need to b sent to an enducation workshop before they work w your customer's! U just lost a life time customer!""]","['19134', 39.99406084999589, -75.09497403663886]",$,,Yes,No,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
60,4c0d4c39c700c9b6b132a2dd,Sonic Drive-In,5.6,False,1.0,"[""If you leave without tots, then you're a fool"", ""It was hard to find Sonic  but I have found it thank God it ain't all way up in Wilkes Barre Pennsylvania""]","['19137', 39.9983286275457, -75.0938192162174]",$,,,Yes,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
61,4af756d7f964a520890822e3,McDonald's,5.6,False,1.0,"['Slow as shit!!!!!', ""Not a good McDonald's. Poor service, undercooked meat and not very clean.""]","['19137', 39.99460189859843, -75.09368143512347]",$,,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,4cffd2fcf7b38cfa6fa0cbc3,Hecker's,,False,1.0,,"['19134', 39.98976405691189, -75.09397935368824]",$,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,4bdb55093904a593c6dc499e,Bonks Crabs,,False,2.0,"[""Don't eat here it's the worst""]","[nan, nan, nan]",$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4c5e13b785a1e21e69775b11,3 Bros. Pizza & Pasta,,True,1.0,['Great food and really nice & respectful.'],"['19134', 39.9877901383015, -75.09954940205402]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,4ccd9ca154f0b1f7f89b1dca,King Wok,,False,1.0,"['The best chicken terriyaki on a stick EVER!!', 'Call ur order in.']","['19135', 40.01689529418945, -75.06038665771484]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,569d26b1498ef437ba1a5bb4,cafe acela,,False,1.0,,"[nan, nan, nan]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,4eecc78b4901dff306835a7e,Szypula's,,False,1.0,,"['19134', 39.984639456633815, -75.09901468118252]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4e03f1fa18381783e72fb9d2,Hermanos,,True,1.0,['Good pizza'],"['19135', 40.01739501953125, -75.05946350097656]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4f4446fc19836ed001933a5b,Precision Time Recorder Co,,False,1.0,,"['19135', 40.012405, -75.05378]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4e4ceb55bd413c4cc66d3a7e,Marabello's,,True,1.0,['Wings use to be awesome... Now they suck.'],"['19135', 40.01793, -75.058199]",$,,Yes (incl. Discover & Visa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4cb716c086e09eb0fcac62e2,Dunkin',8.1,True,1.0,"['Big n Toasty is pretty great', 'Great to place to work and do business.']","['19138', 40.058659387124365, -75.16546762585304]",$,,Yes (incl. American Express),No,No,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4d67e4d15b376dcbc9d67167,Royal's Restaurant,7.8,False,1.0,"['There food is truly royal.', ""Brown stewed tilapia, corn, cabbage, diced peppers and onions, and rice and peas ooooh lawd I'm in heaven!""]","['19150', 40.071739214955784, -75.16117996165909]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,4d55d2cd9e508cfaa017059b,Talk of the town,7.8,False,1.0,"['Macaroni and Oxtail is a great combo', 'Food is fresh and portions are large. Wonderful staff too!']","[nan, nan, nan]",$,,,,,Breakfast,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
74,4d5f00299f67f04db04167fb,Bally's II Pizza,7.7,True,1.0,"['Get the homestyle onion rings', 'Great service and food']","['19150', 40.072639, -75.157638]",$,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,5b3f8e2dd1a402002c040954,Chipotle Mexican Grill,7.4,False,1.0,,"['19095', 40.07355, -75.154918]",$,,,,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
76,4dab32305da3ba8a479bedf7,Auntie Anne's,7.1,False,1.0,,"['19150', 40.07439742256465, -75.1552705794892]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4cfa5dd87f2db1f7c8fa26d4,John's Breakfast & Lunch,7.0,False,1.0,"[""It's getting better"", 'Food is good, but the owner can be very ignorant at times']","['19144', 40.03768255789164, -75.17311924395543]",$,No,Yes,No,,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,568310da498e9ead097560aa,WOW Wings,6.2,False,1.0,"['The people there are ghetto and completely unprofessional! They used inappropriate language and cashier talked the whole time on the phone while ordering', 'The wings and fried rice was good.']","[nan, nan, nan]",$,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,5b731804f193c0002c5b694a,Panda Express,6.7,True,1.0,['I will never eat there where an employee used a broom to clean the table'],"['19095', 40.07490539550781, -75.15485382080078]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4d986734647d8cfa83e6ed3d,June's Restaurant,6.1,True,1.0,"['Food is pretty good but not so much for the service. They need to be trained on customer service!', 'I mean it is wat it is, food is food. But im always waitinb and I hate waiting......']","['19138', 40.05964054255748, -75.16581310524451]",$,No,No,No,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
81,505f35a1e4b062a5a081deaa,The Breakfast Boutique,6.1,False,1.0,"[""Don't let the presentation fool you. If you order the fish and grits, please get the tilapia. The whiting is frozen box fish. The jerk chicken and waffles Is only fried chicken with jerk sauce on top"", 'Food was delicious']","['19138', 40.05867572583439, -75.14948136291895]",$,No,,No,Yes,Breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4e4cf0c7bd413c4cc66d65c7,SUBWAY,6.4,False,1.0,['Always fresh but i like the one in walmart better. The old lady there is a sweetie pie'],"['19150', 40.0739395269724, -75.15482024705211]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4c17a00d30d30f4745c736a9,The Nile,6.6,False,1.0,"['Amazingggg foooddd', 'Every dessert is delish...fav entree is the duck though...but everything is GOOD!']","['19144', 40.039571837651785, -75.17788841360468]",$,,,,,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
84,4bf2aa869319a593a530cb51,Brown Sugar Bakery & Cafe,8.1,False,2.0,"['My dad owns the BEST place in the city..', 'Roti is delicious and authentically Trini. Enjoy!']","['19139', 39.956472693718695, -75.22550884791522]",$$,No,Yes (incl. Discover & Visa),No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4d9c86adc593a1cda5eb4a19,Top Taste,7.6,False,2.0,"['The food is soooooo good! Try the jerk chicken it melts in your mouth!!!', 'I love the stew fish. It was on the money....Plus the rice and peas was cooked nice and fluffy with a nice side of vegietable medley :-)']","['19139', 39.96131526007094, -75.22467979530762]",$$,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,544b020f498ee0bc25842969,48th Street Grille,8.7,False,2.0,"[""The jerk chicken and Curry chicken are awesome! Can't wait to try more here!"", 'Blackened salmon Cesar salad, macaroni, tilapia with pineapple salsa, mashed potatoes all got good reviews from friends   Salad , plantains, macaroni were all delicious, greens needed more']","['19143', 39.95319717197854, -75.21837079920277]",$$,Yes,,No,No,,Brunch,,,,,,,,,,,,,,,,Tasting Menu,,,,,,,,,,,
87,588e7a165289302f308933d2,Booker's Restaurant & Bar,8.5,True,2.0,"['Delicious food!', 'Best Happy Hour 4-7pm EVERYDAY... Delicious food and great drink specials']","['19143', 39.94793636516463, -75.22422012651285]",$$,,Yes (incl. Discover & Visa),,Free,,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
88,4dde6d5988779c82bec3e9eb,GiGi's Soul Food,7.6,True,1.0,"['The platters are excellent and the food is superb! One of the best soul food Restuarant in the area', 'The best fish in the world beside mine']","['19151', 39.969706678160954, -75.23890330121696]",$,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4bf86f80508c0f4798853e31,Cedar Park Cafe,8.6,True,1.0,"['Chicken and waffles.', 'Super friendly spot. My kid craves the Mickey Mouse pancakes.']","['19143', 39.94806175441571, -75.2219075585959]",$,No,Yes,No,,Breakfast,Brunch,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4c6d242b6af58cfa0b8b8817,52nd St Station Diner,7.3,True,1.0,"['Best iced tea in the city plus the best cook plus the best staff', 'Best breakfast in the city and staff']","['19139', 39.959695592791434, -75.22498104168608]",$,,,,,Breakfast,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,
91,4bb646c146d4a59374f9c5c0,Danny's Wok,8.3,False,1.0,"[""Best wings in west Philly. 4K facebook fans can't be wrong."", ""They redid the inside it's more space now and you can eat in the wings is the best""]","['19143', 39.94535314867848, -75.23894148039511]",$,No,No,No,,Breakfast,Brunch,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,
