,ID,Name,Rating,Delivery,Price Tier,Tips,Location,Price,Credit Cards,Outdoor Seating,Wi-Fi,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,Reservations,Brunch,Beer,Breakfast,Bar Service,Restroom,TVs,ATM,Private Room,Dessert,Music,Live Music,BYO,Street Parking,Public Lot,Wheelchair Accessible,Bar Snacks,Tasting Menu,Take-out,Private Lot,Coat Check,No,Parking,Jukebox
20,43713c00f964a520fb291fe3,Davio's Philadelphia,8.5,False,3.0,"['Take a look at the wine list… Go ahead, it’s okay. Even the Pope drinks wine!', 'Service is excellent. They treat you like royalty. Food equally as good.']","['19103', 39.95135124950887, -75.16875702360278]",$$$,Yes (incl. Discover & Visa),No,,,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,,
21,518962bc454aeabff3007482,Luke's Lobster,9.0,True,2.0,"['A tucked away, authentic Maine lobster shack. Buy a beer at the Foodery on Sansom then hunker down for a classic Maine lobster roll. Thank you Luke for expanding to Philly!', 'Get the Lobster Combo to get the true taste of New England with Cape Cod chips and a Maine Root soda.']","['19103', 39.950642282606665, -75.16894713014693]",$$,Yes,No,,Lunch,Dinner,,,,,No,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
22,4c7ed709a7958cfa30048f2b,Barbuzzo Mediterranean Kitchen & Bar,9.1,True,3.0,"['Salted Caramel Budino, duh.', 'Their mozzarella is DELICIOUS.']","['19107', 39.9499825199725, -75.16198676035361]",$$$,Yes (incl. Discover & Visa),Yes,,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,,Beer,,,,,,,,,,,,,,,,,,,,,
23,4e8e4e947ee6c0636586ef41,Foo Truck,7.7,False,1.0,"['Thai curry quinoa foowich = vegan party in your mouth!', ""The cake balls are a definite must-try. Be warned though, they're quite addicting. Good luck only eating one ;)""]","['19107', 39.954062431852044, -75.16624347128334]",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4b60a66cf964a5204ff229e3,Saladworks,7.8,False,2.0,"['If you tweet @saladworks a pic with you and your salad you will automatically be entered into the featured fanatic contest and a chance to win a $10 giftcard! A winner is chosen on a weekly basis!', ""Show your Art Institute ID and you'll receive a (very) small discount (better then nothing I guess?)""]","['19103', 39.952326, -75.167821]",$$,Yes,No,No,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,40fdb200f964a520380b1fe3,El Vez,9.2,True,3.0,"['A great place to stop for drinks, forget about the featured cocktail list — everybody drinks margaritas.', 'Try the Taco Tasting Platter']","['19107', 39.94975516439121, -75.1619030850894]",$$$,Yes (incl. American Express & MasterCard),No,Yes,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,,Brunch,,,,,,,,,,,,,,,,,,,,,,
26,4d1e4a086e8c3704d181e59f,Le Pain Quotidien,8.3,True,2.0,"['Le Pain is in Le wallet. Remind me not to come again unless I win the lottery.', 'Le Pain Quotidien delivers an appealing update to the ancient French standard called pot-au-feu, a wintery one-pot stew of root veggies, broth, and meat.']","['19102', 39.9496177, -75.1652505]",$$,Yes,No,Yes,Lunch,,,,,,No,Brunch,,,,,,,,,,,,,,,,,,,,,,
27,4a97fea2f964a5200a2a20e3,Chick-fil-A,7.9,False,1.0,"['When in doubt! Eat Chick-Fil-A', 'Spicy Chicken sandwich?! Yes!']","['19103', 39.9523984, -75.1682114]",$,Yes,No,,Lunch,Dinner,,,,,,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
28,4b09d9def964a520b41e23e3,Su Xing House,7.9,True,2.0,"['Sesame seitan = awesome', 'Lunch specials offer Brobdingnagian portions of your choice of 38 entrées (kung pao tofu is delish), plus a pint of soup and a side dish, for $6.50 to $8.25.']","['19102', 39.95045586695012, -75.16628024324203]",$$,Yes,No,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
29,565f615b498eeef346958da1,Tredici Enoteca,8.9,False,2.0,"['Gorgeous, airy bistro feel. Happy hour snacks were excellent -- try the artichoke empanada. Staff was knowledgeable and gave great advice about the menu.', 'Cozy spot to grab a post-dinner cocktail']","['19107', 39.94982216208545, -75.16203397421101]",$$,Yes,Yes,Yes,,Dinner,Happy Hour,,Full Bar,Cocktails,Yes,,,,,,,,,,,,,,,,,,,,,,,
30,40b28c80f964a520daf81ee3,Alma De Cuba,8.9,False,3.0,"['The vibe was super-cool 10 years ago. Not so much today. But Alma is still the standby for groups who want one more drink at the end of the night. Inevitably, they end up having more than one more.', ""Ask for Cosmo's pinkest cocktail, better known as the Pomegranate-Grapefruit Caipiroska. All of our favorite juices combined with vodka make for one un-put-downable drink.""]","['19103', 39.9499835, -75.1685472]",$$$,Yes (incl. American Express & MasterCard),No,Yes,,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,Brunch,,,,,,,,,,,,,,,,,,,,,,
31,57697298498ed92a1301cf27,Aqimero,7.6,True,2.0,"['Great place for a relaxing cocktail and delicious bar food.', 'Cool place to come for a pre-dinner or pre-theater drink, lots of comfy seating.']","['19102', 39.95122563282422, -75.16429558396345]",$$,,No,,,,Happy Hour,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,,
32,4b2c3067f964a52065c324e3,Sampan,9.0,False,3.0,"['Don’t miss the Edamame Dumpling. Fragrant with truffle and served in sake broth, it’s the chef’s signature. Via CityEats.com', 'best Brussels Sprouts in Philly! really!']","['19107', 39.9495449, -75.1622095]",$$$,Yes (incl. Discover & Visa),Yes,,,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,,Beer,,,,,,,,,,,,,,,,,,,,,
33,5113e11be4b05cd1f00802d5,The Corner Foodery,8.8,False,1.0,"['From the dudes behind The Corner and Foodery... The Corner Foodery (!) is a 500-bottle shop-cum-gourmet-deli-cum-dining-room in Center City.', ""Seriously brilliant idea. Stopped in for take out and the beer selection couldn't be better. Next time I'll definitely stay for a sandwich.""]","['19103', 39.95067653780198, -75.16934961204652]",$,Yes,,,Lunch,Dinner,,,,,,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
34,5582db51498e8a1b1a2a56e5,The Cheesecake Factory,8.4,False,3.0,"['Bacon-Bacon Cheeseburger with cheddar & American cheese, crispy bacon & thick-cut roasted smoked pepper bacon and secret sauce', 'One of the largest Cheese Cake factory Restaurants around the U.S, as i heard.. Their interior design is great + the Staff were very friendly.. As for the food, i always get the Louisiana pasta 😍😍']","['19102', 39.949373349697545, -75.16592396537997]",$$$,,No,,,Dinner,,,Full Bar,Cocktails,Yes,Brunch,,,,,,,,,,,,,,,,,,,,,,
35,5c3ebd208ad62e002c903bae,CAVA,8.2,False,2.0,,"['19103', 39.9518087, -75.1692367]",$$,,,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
36,5c4bae8c7a0eff0032409d85,Amma's,7.6,False,,"['Let them know if it’s your Birthday and celebrate with Sizzling Brownie free !', ""From work we came here in the afternoon @12 and got the food for 18 people at 1:30pm .. we ordered 16 thali,'s and 2 biriyani's we got the food very late and the food was not at all good.""]","['19102', 39.950907, -75.166413]",,,,,Lunch,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4acbd3d3f964a520e4c720e3,Sahara Grill,8.4,True,2.0,"[""Just about everything is great here: especially the falafel and hummus,  Big appetites should get the mixed grill. It's a lot of food!"", 'Friendly staff and nice atmosphere . .I came for Turkish coffee 💓']","['19107', 39.94929434515194, -75.16370504378172]",$$,Yes (incl. American Express),No,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
38,5403c33a498e173768cad8d7,Abe Fisher,8.1,False,,"['Short rib tasting and tacos. Everything really 🙌🏻', 'Reserve ahead for the famous Montreal-style short rib dinner.']","['19103', 39.95070446574717, -75.16826032276398]",,Yes (incl. Discover & Visa),,,,Dinner,Happy Hour,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,,
39,4dc03174fc60e86731083687,New York Gyro Halal Cart,7.6,False,1.0,"[""Get the chicken & rice combo with extra white sauce! It's great."", 'Delicious food!']","['19103', 39.95292257151425, -75.1678394644379]",$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,56d39bb7cd1060339206de81,Cleavers,8.9,True,2.0,"['Chicken cutlet sandwich was juicy and portion is large, enough for 2', 'Love the cheese steaks, buffalo chicken cheese steaks and the chicken ceasar sandwich!  Yum!  Great waffle fries and boozy shakes.']","['19103', 39.951406335471404, -75.17040740124354]",$$,Yes (incl. American Express & MasterCard),Yes,Yes,Lunch,Dinner,Happy Hour,,,,Yes,Brunch,Beer,,,,,,,Dessert,Yes,,,,,,,,,,,,,
41,556dde40498e6c4a3ea44fff,Pizzeria Vetri - City Center,8.9,False,1.0,"['Any pizza with prosciutto is a good bet, and for a really indulgent dessert get the Nutella and marshmallow pizza.', 'During September 2015, Pizzeria Vetri will serve a papal-inspired ""Il Papa,"" a Neapolitan-style pie with Black Mission figs, mozzarella, lardo & Pecorino Toscano, oregano & fresh basil all month long.']","['19103', 39.949413604164526, -75.16865787310846]",$,Yes,No,,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,No,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
42,578fa4bc498e67c587418b95,Real Food Eatery,8.3,False,4.0,"['Good choice for paleo, vegan, generally healthy choices. Cajun shrimp, sweet potatoes, kale & squash salad were all good.', 'The salmon, shrimp and tofu are all good options. Plus the vegetable sides are very flavorful and well seasoned. Definitely will be back again.']","[nan, nan, nan]",$$$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,53757808498ee116741e16a6,Charlie Was A Sinner,8.7,True,3.0,"['Great place!  Good ambience, delicious food, tasty drinks, wonderful service', ""Very small portions but excellent menu. We came with 5 people but it's probably best with a smaller crowd. Again, the food was amazing, just small.""]","['19107', 39.949493, -75.16179]",$$$,Yes (incl. Discover & Visa),Yes,Yes,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,,,,,,,
44,4b76fdc9f964a52031722ee3,Termini Brothers Bakery,8.9,True,1.0,"['Definitely need to pick up a freshly assembled cannoli.', 'The best cannoli on the East Coast!']","['19107', 39.95305957777704, -75.15956025354896]",$,,,,Lunch,,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
45,56631bb1498ec93dd2faa462,The Rothman Cabin,7.5,False,1.0,"['A cozy place to warm up with a spiked hot coca or hot toddy!', 'Open at 11am on the weekends, but the only hot beverage is coffee.']","[nan, nan, nan]",$,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4b688148f964a520a37c2be3,Dunkin',7.5,True,1.0,"['Caramel iced coffee is always my go to!', 'Bagel with tuna and latte with caramel flavor are perfect:)']","['19102', 39.95129307855612, -75.16595810583703]",$,Yes (incl. Visa & MasterCard),No,,,,,,,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,
47,4bf2d15694af2d7fd1c73872,Termini Bros.,8.0,False,1.0,"['La Colombe coffee. Large is just $2.16. And there is never a line!', 'Chocolate covered bananas are delicious here.']","['19103', 39.95433332069136, -75.16878126165305]",$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4b38f1d9f964a520c35225e3,Tommy DiNic's,8.8,True,1.0,"['Get the Pulled Pork Italiano. The pork is seasoned overnight, roasted at a high temp, then braised for a garlicky finish.', ""Hands down one of my fav sandwiches in the city - possily #1. Pulled pork, brocoli rabe and extra sharp prov. Give this to any cheesesteak lover & they'll forget what a cheesesteak ever was.""]","['19107', 39.95337747762308, -75.15952598543079]",$,Yes,No,,Lunch,,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
49,4f8c5b0ee4b0ddfd84f22db2,HipCityVeg,8.9,True,2.0,"[""Rittenhouse Square's premier quick-serve sandwich/salad spot happens to be all-vegan. We love the Ziggy burger and the Groothies."", 'vegan food that will help you keep your plus-sized figure. ask for extra peppercorn ranch.']","['19103', 39.95080411908646, -75.17037481069565]",$$,Yes (incl. American Express),No,,Lunch,Dinner,,,,,,Brunch,,,,,,,,,,,,,,,,,,,,,,
50,5542c873498e62aebb52aff1,Farmer's Keep,8.7,True,2.0,"['Loved the pork, & the salad!! Great food options !!', 'Healthy, high quality food and I love the ‘pay by weight’ format.']","['19103', 39.952887, -75.173372]",$$,Yes (incl. NFC Payments & MasterCard),Yes,,Lunch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4ba7c4c2f964a520abb139e3,El Rey,8.7,True,2.0,"[""Try the mint habanero sauce. It's not hot, it's light and cooling."", 'For a Texan living in Philadelphia, this is a nice place to get back to Mexican. :)']","['19103', 39.9522504, -75.1740503]",$$,Yes (incl. American Express),No,,Lunch,Dinner,Happy Hour,,Full Bar,Cocktails,No,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
52,4ac23da7f964a5205c9820e3,Primo Hoagies,8.3,False,1.0,"['Dirt Cup is heaven', 'For over 15 years, Primo Hoagies has remained committed to serving fresh, quality hoagies with their own signature spin. They continue to grow with more than 70 locations in four states.']","['19103', 39.95236267887941, -75.17501771450043]",$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,56339df3498ec7727c380025,JJ Thai Cuisine,8.3,False,2.0,"['Drunken noodles, mussels. Yum!', 'Green curry with beef and Pad thai noodles']","['19103', 39.952206008345875, -75.1746432595561]",$$,,No,,Lunch,Dinner,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
54,4ac8fe57f964a520dabd20e3,Chima Brazilian Steakhouse,8.4,True,3.0,"['An experience you must try at least once', 'Excellent place to eat']","['19103', 39.954693, -75.172098]",$$$,Yes (incl. Discover & Visa),No,Yes,,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,,Beer,,,,,,,,,Live Music,,,,,,,,,,,,
55,4c472dfa1ddec928b3899c32,Nook Bakery and Coffee Bar,8.3,True,2.0,"['Get the berry muffin. Ask for it to be gently warmed.', 'Cute local place. Banana chocolate chip muffins are great. Free wifi with purchase.']","['19103', 39.952710137703455, -75.17336647496718]",$$,Yes,No,,Lunch,,,,,,,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
56,4aff3504f964a520e53522e3,Vic Sushi Bar,8.8,False,2.0,"['three roll special is only $10.95 and the fish is always fresh. i eat here once a week at a minimum.', ""Can't go wrong with the 3 roll special!""]","['19103', 39.95147676145491, -75.17494806114004]",$$,No,No,,Lunch,Dinner,Happy Hour,,,,No,Brunch,,,,,,,,,,,BYO,,,,,,,,,,,
57,4a95de97f964a520242520e3,Tinto,8.6,False,3.0,"[""Try the chef's tasting. Amazing."", 'Drawing inspiration from the rich cultural and culinary traditions of Basque country, Tinto is tantalizing Northern Spanish cuisine at its finest. Try the duck confit montadito.']","['19103', 39.95138849801321, -75.17363844015924]",$$$,Yes (incl. Discover & Visa),No,Yes,,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,Brunch,,,,,,,,,,,,,,,,,,,,,,
58,4f6b69ece4b023433eceed93,Jane G's,8.2,False,2.0,"['Popcorn shrimp, yes!', 'Brussel sprouts and Dan Dan noodles!  Good service.  Pretty spicy!']","['19103', 39.952037210126434, -75.17334800175679]",$$,Yes (incl. Discover & Visa),Yes,Free,Lunch,Dinner,,,Full Bar,,,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
59,4fa1dd11e4b0736379585e4d,Vernick Food & Drink,9.0,False,3.0,"['Ingredients are the star at Greg Vernick\'s bi-level American spot near Rittenhouse Square. Try the ""toasts"" as an appetizer. You\'ll love everything coming out of the wood-fired oven.', 'The easy vibe  at Vernick make it one of those rare restaurants that can suit so many things: dinner with food-snob friends, cocktails with a gal pal, a meal with the non-adventurous in-laws.']","['19103', 39.950656609366234, -75.17492740552193]",$$$,Yes (incl. Discover & Visa),Yes,,,Dinner,,Wine,Full Bar,Cocktails,,Brunch,,,,,,,,Dessert,,,,,,,,,,,,,,
60,4acb9e51f964a5209fc420e3,Good Day Deli,7.9,False,1.0,"['If its greasy, they make it good.', 'They hook up a nice yaki noodle or stir fry fresh amazing taste, big portions. nice family spot']","['19103', 39.9524039, -75.173278]",$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,56142313498e63daee205385,sweetgreen,9.2,True,2.0,"['Try the harvest bowl!', 'Kale, baby arugula, basil, lemon, sweet potato and pesto vinegret are amazing']","['19103', 39.9518677, -75.1711748]",$$,,No,,Lunch,Dinner,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
62,5b9c73ab8fb09e002c1bf3c4,Rosy's Taco Bar,9.0,True,1.0,"['Great margaritas and happy hour deals!', 'My personal favorite Taco spot in Philly, never disappointing.']","['19103', 39.95110946130918, -75.17851029130975]",$,,,,,Dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5d39e81a8e7fa90008425cab,K'Far,8.7,False,,"['Not dog friendly inside.', ""Gets very busy and it's pretty tight inside to stand in line.""]","['19103', 39.951446, -75.172111]",,,,,Lunch,,,,,,,Brunch,,Breakfast,,,,,,,,,,,,,,,,,,,,
64,4b85f3ebf964a5203f7b31e3,Monde Market,7.8,True,1.0,"['the sandwiches are soooo good...and they have a pretty good beer selection', 'They sell beer!']","['19103', 39.951885, -75.175705]",$,Yes (incl. Visa & American Express),No,,Lunch,Dinner,,,,,,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
65,585d42d8d8b0ed6559c09575,Veda - Modern Indian Bistro,8.0,True,2.0,"['Outstanding Indian cuisine.  All dishes were superb.  I am not big on spicy hot foods.  All the fishes we sampled were perfectly seasoned and did not burn out your tastebuds.  Definitely will return!', 'Modern take on Indian food with a good collection of single malts and craft cocktails!']","['19103', 39.951967284421684, -75.17286222662219]",$$,Yes (incl. American Express & MasterCard),,,Lunch,Dinner,,Wine,Full Bar,Cocktails,Yes,Brunch,Beer,,,,,,,Dessert,,,,,,,,,,,,,,
66,5682c508498e3605c7e9c46f,Revolution Taco,8.3,True,2.0,"['Overpriced and completely average tasting fish and veggie tacos', 'The meat quality is not satisfactory for a Mexican restaurant..']","['19103', 39.95056391867184, -75.17436041024814]",$$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,4a91d03af964a520f21b20e3,Day By Day,7.7,False,2.0,"['The Challah French Toast is sensational.', 'Best brunch for your money place in the city']","['19103', 39.95165717933954, -75.1756397694644]",$$,Yes (incl. American Express),Yes,,Lunch,,,,,,No,Brunch,,,,Yes,,,,,No,,,Street,Public Lot,,,,,,,,,
68,4d067fc230a58cfa1a44abe7,The Dandelion,9.1,True,3.0,"['Keep calm and carry on at this kitsch-filled English pub near Rittenhouse Square. Head upstairs and check out the ""dog room.""', ""Stephen Starr's most exciting restaurant. From cured salmon to the best duck liver mousse in town... You cask beer drinkers will be very happy with the drink selection, too. [Eater 38 Member]""]","['19103', 39.951038522168545, -75.17068929970264]",$$$,Yes (incl. American Express & MasterCard),Yes,No,Lunch,Dinner,Happy Hour,Wine,Full Bar,Cocktails,,Brunch,Beer,,,,,,,,,,,,,,,,,,,,,
